Eesnimi;Perenimi;Sugu;Sünniaeg;Isikukood;Maakond;Tänav;Asula;Asulatüüp;Mobiiltelefon;Telefon;Surmaaeg;Vanus
Svjatoslav;Vaht;M;18.08.2002;50208180714;Hiiumaa;Sepikoja tänav;Prählamäe;küla;57946249;4693840;;
Mari-Ann;Beljajev;N;18.08.1924;42408185998;Jõgevamaa;Rätsepa tee;Sassukvere;küla;59450230;7764715;;
Ekke;Jürgens;M;18.08.1929;32908182096;Järvamaa;Tina;Veskiaru;küla;50740324;3862041;;
Kadri-Ann;Rohtla;N;18.08.1953;45308183735;Ida-Virumaa;Lohu;Ulvi;küla;51659461;3311293;;
Veroonika;Salu;N;18.08.1954;45408189786;Harjumaa;Kuldtiiva;Kõmmaste;küla;57619552;6940001;;
Stepan;Raud;M;18.08.2008;50808184935;Saaremaa;Peterburi maantee;Kiirassaare;küla;54141962;4518615;28.02.2011;2
Danil;Maack;M;18.08.2001;50108189000;Harjumaa;Kassikäpa tee;Kihmla;küla;51814086;6227923;16.07.2013;11
Dmitry;Sibul;M;18.08.1945;34508188295;Hiiumaa;Meika;Taterma;küla;51286507;4627681;;
Anastasija;Gromov;N;18.08.1901;40108182078;Võrumaa;Sõstra;Verijärve;küla;55132961;7850399;;
Maiko;Pettai;M;18.08.1908;30808186876;Ida-Virumaa;Metsa põik;Vitsiku;küla;58651509;3351533;;
Max;Bondarenko;M;18.08.2008;50808187166;Viljandimaa;Pebre;Vaibla;küla;51593995;4388178;;
Maarjo;Vill;M;18.08.1977;37708184688;Tartumaa;Mustakivi tee;Tõruvere;küla;56797495;7446558;;
Mikhail;Abramov;M;18.08.1915;31508183293;Ida-Virumaa;Tapamaja;Ongassaare;küla;53863089;3345629;;
Heli;Mändla;N;18.08.1945;44508182936;Põlvamaa;Taara;Veski;küla;52848433;7988875;;
Lotta;Marksoo;N;18.08.2018;61808189599;Harjumaa;Vene;Nahkjala;küla;59591362;6596709;;
Kristlin;Kuus;N;18.08.1932;43208186662;Hiiumaa;J. Hurda;Aadma;küla;57491205;4627900;;
Eret;Lillemets;N;18.08.1902;40208184164;Tartumaa;Päeva;Noorma;küla;59300670;7269087;;
Virgo;Kirss;M;18.08.1910;31008183145;Pärnumaa;C. R. Jakobsoni;Tühjasma;küla;51259091;4459317;;
Margo;Smirnov;M;18.08.1981;38108184883;Viljandimaa;Ääsi tänav;Mõisaküla;linn;53976009;4366396;;
Rahel;Kondratjev;N;18.08.1973;47308188547;Tartumaa;Tedre;Särgla;küla;55231926;7692971;;
Timofei;Konovalov;M;18.08.1956;35608182786;Lääne-Virumaa;Veski;Lammasküla;küla;53026650;3283513;;
Adrian;Merisaar;M;18.08.1970;37008180579;Pärnumaa;Silde;Urge;küla;56326950;4430851;;
Renet;Jalakas;M;18.08.1964;36408182144;Läänemaa;Sepikoja tänav;Osmussaare;küla;58459955;4753071;;
Kirsika;Pihelgas;N;18.08.1964;46408189644;Harjumaa;1. Jõe;Salumetsa;küla;57765796;6534421;;
Marianne;Luiga;N;18.08.2016;61608187582;Võrumaa;Tulbi;Mäe-Kõoküla;küla;52730977;7862264;;
Kristiin;Teder;N;18.08.1931;43108188503;Viljandimaa;Voorimehe  pôik;Karjasoo;küla;59845407;4390731;25.07.2019;87
German;Hõbe;M;18.08.1958;35808189440;Võrumaa;Vastla;Kerepäälse;küla;50715623;7880316;;
Merle;Ojala;N;18.08.2010;61008181539;Lääne-Virumaa;Molberti tänav;Läpi;küla;58021459;3202060;;
Artem;Sulg;M;18.08.1956;35608185214;Lääne-Virumaa;Kurni põik;Iila;küla;57783499;3274059;;
Alondra;Kutsar;N;18.08.1913;41308186686;Läänemaa;Eduard Bornhöhe tee;Keravere;küla;50845984;4792050;;
Brandon;Kivimäe;M;18.08.1939;33908183966;Läänemaa;Suur-Laagri;Kiviküla;küla;59469112;4793968;;
Raivo;Voronin;M;18.08.1940;34008183132;Võrumaa;Kuslapuu;Uue-Antsla;küla;58689953;7829045;;
Ian;Olesk;M;18.08.1958;35808188127;Põlvamaa;Ojakääru;Väike-Rõsna;küla;56780256;7951209;;
Viktoria;Tomson;N;18.08.1946;44608180294;Võrumaa;Vingi;Peebu;küla;55429850;7842293;;
Alina;Martinson;N;13.02.1932;43202136836;Põlvamaa;Saku;Vareste;küla;;7935531;18.08.1966;34
Dajana;Tali;N;18.08.1954;45408188253;Pärnumaa;Paljandi;Männikuste;küla;54059398;4494940;;
Mario;Nõmme;M;18.08.1907;30708189254;Pärnumaa;Hirve põik;Ertsma;küla;56202636;4468495;;
Teele;Müür;N;18.08.1942;44208183936;Saaremaa;Palli;Kõljala;küla;55115988;4567119;;
Silja;Romanov;N;18.08.1935;43508181064;Pärnumaa;Kaaruti;Ännikse;küla;55130841;4422603;;
Hannela;Vahter;N;18.08.1926;42608186415;Raplamaa;Põdra;Pukamäe;küla;;4876584;30.12.1953;27
Andrea;Schmidt;N;18.08.2013;61308183785;Tartumaa;Vihuri;Kaarlimõisa;küla;59186619;7295824;19.05.2015;1
Simmo;Püvi;M;18.08.1910;31008187456;Võrumaa;Elektrijaama tee;Väiko-Härmä;küla;52019478;7845430;;
Tanel;Fjodorov;M;18.08.1984;38408180099;Läänemaa;Toom-Rüütli;Ullaste;küla;53549066;4736509;;
Boriss;Fomin;M;18.08.1976;37608182723;Võrumaa;Keldrimäe;Ortumäe;küla;53823482;7846103;;
Tristan;Kikas;M;18.08.2008;50808186774;Järvamaa;Turu;Viraksaare;küla;52544558;3823922;;
Eleonora;Abbt;N;18.08.1975;47508182879;Saaremaa;Väikese Illimari;Kaugatoma;küla;58214600;4509408;;
Mario;Laan;M;18.08.1912;31208182401;Võrumaa;Talve;Mallika;küla;57695688;7863593;;
Grigori;Arrak;M;14.03.1942;34203149935;Võrumaa;Anton Hansen Tammsaare pst;Rebäse;küla;;7806006;18.08.1963;21
Elin;Laks;N;18.08.1915;41508188886;Viljandimaa;Apteegi;Kuudeküla;küla;57175432;4383380;;
Stanislav;Štšerbakov;M;18.08.1901;30108186210;Saaremaa;Kitse pôik;Väkra;küla;56820057;4556624;;
Merlin;Bērziņš;N;18.08.1993;49308184200;Harjumaa;Moonalao;Naissaare;küla;54911794;6335308;;
Melany;Safronov;N;30.06.2010;61006307259;Viljandimaa;Videviku;Sooviku;küla;50935224;4315576;18.08.2012;2
Britt;Vain;N;18.08.1971;47108180732;Järvamaa;Roheline aas;Mündi;küla;56201463;3882287;;
Karl Gustav;Piir;M;18.08.2010;51008185215;Järvamaa;Voorimehe  pôik;Äiamaa;küla;51488471;3899369;;
Arabella;Lapin;N;18.08.1952;45208187474;Läänemaa;Terase;Tuhu;küla;56729328;4775775;;
Marielle;Stepanov;N;21.11.1978;47811213231;Harjumaa;Harksaba;Tallinn;linn;59780241;6814272;18.08.1994;15
Hans;Talts;M;18.08.1902;30208186598;Põlvamaa;Tasuja puiestee;Kosova;küla;59492726;7922052;;
Keijo;Viik;M;18.08.1973;37308189705;Läänemaa;Eduard Vilde tee;Vagivere;küla;54570468;4735684;;
Kärt;Rosenberg;N;18.08.2004;60408186543;Võrumaa;Looga;Vana-Roosa;küla;53963989;7881472;;
Eva-Maria;Mikelsaar;N;18.08.2001;60108180806;Tartumaa;Narva mnt.;Rõngu;alevik;59228780;7184980;13.02.2010;8
Inga;Hoffmann;N;18.08.2019;61908180952;Pärnumaa;Paekalda;Tuuraste;küla;55781595;4452000;08.10.2019;0
Vadim;Täht;M;18.08.2001;50108183179;Võrumaa;Randvere tee;Tundu;küla;50496584;7877094;;
Karmo;Soon;M;18.08.2016;51608186876;Võrumaa;Kasarmu;Pruntova;küla;51351184;7880537;;
Svjatoslav;Laine;M;18.08.1971;37108187031;Saaremaa;Villem Ormissoni;Eiste;küla;;4579725;13.05.1979;7
Rahel;Kala;N;18.08.1926;42608183049;Harjumaa;Männi;Türisalu;küla;51229290;6963572;;
Marili;Lember;N;18.08.1978;47808188362;Põlvamaa;4. Paemurru;Aarna;küla;56188259;7911889;;
Ingmar;Kotkas;M;18.08.1951;35108181969;Läänemaa;Peetriturg;Valgevälja;küla;59852076;4735475;;
Alex;Laur;M;18.08.1973;37308183936;Pärnumaa;Juhan Smuuli tee;Mereäärse;küla;57839682;4448013;;
Christofer;Saks;M;18.08.1968;36808185324;Tartumaa;Hargi;Kammeri;küla;51709316;7394259;;
Emil;Mark;M;18.08.1995;39508184803;Saaremaa;Mooni tänav;Kuuse;küla;55210596;4590196;;
Ljubov;Jürgenson;N;18.08.1961;46108187258;Saaremaa;Tammede puiestee;Kaavi;küla;59253793;4560902;;
Jaan;Kokk;M;18.08.1996;39608182905;Lääne-Virumaa;Kungla;Kiva;küla;50236182;3293996;14.08.2016;19
Margot;Ojaste;N;18.08.2007;60708185918;Võrumaa;Kaitse;Uue-Antsla;küla;59444638;7843282;;
Meril;Täht;N;18.08.1989;48908185213;Harjumaa;Vana-Sauga;Harmi;küla;;6509847;02.09.1991;2
Mari;Paal;N;18.08.1923;42308183670;Saaremaa;Sinitiiva;Veere;küla;56464079;4541333;;
Johannes;Raag;M;18.08.1958;35808184364;Saaremaa;Meeliku;Levalõpme;küla;59543574;4522728;;
Janari;Vähi;M;18.08.2003;50308182396;Saaremaa;Paekivi;Vilidu;küla;52372593;4595000;;
Liana;Lotman;N;18.08.1997;49708184934;Tartumaa;Raeremmelga;Valmaotsa;küla;55968366;7246082;;
Stanislav;Treial;M;18.08.1928;32808189082;Lääne-Virumaa;Uuemetsa tee;Samma;küla;52818187;3248578;;
Aare;Klavan;M;18.08.1930;33008186328;Järvamaa;Ojaveere;Prandi;küla;59796787;3807102;;
Lija;Andreev;N;18.08.1946;44608188017;Läänemaa;Pühavaimu;Tuka;küla;52417034;4730646;;
Karina;Štšerbakov;N;18.08.2010;61008188031;Võrumaa;Sikupilli;Mäe-Suhka;küla;53547064;7867753;;
Vlad;Maripuu;M;18.08.1916;31608180895;Pärnumaa;Piibri;Urumarja;küla;55558743;4461249;;
Olesja;Sirel;N;18.08.1909;40908183944;Ida-Virumaa;Mari;Piilse;küla;55282489;3329892;;
Tuuli;Viira;N;18.08.1905;40508181073;Pärnumaa;Paagi;Penu;küla;59065178;4461466;;
Ljudmila;Gontšarov;N;18.08.1977;47708183832;Põlvamaa;Vaivara;Marga;küla;50817463;7996190;;
Mari-Ann;Loginov;N;18.08.1948;44808185731;Harjumaa;Metshaldja tänav;Saue;linn;52547451;6499494;;
Marlen;Petrov;N;18.08.1925;42508188280;Põlvamaa;Carl Robert Jakobsoni;Puugi;küla;53040352;7936039;;
Einar;Orav;M;18.08.1975;37508187906;Võrumaa;Sõudebaasi tee;Vana-Roosa;küla;54710522;7811575;;
Darja;Anderson;N;18.08.1993;49308180839;Harjumaa;Liivaoja;Arusta;küla;57749575;6210848;;
Joosep;Kuusk;M;18.08.1953;35308186464;Hiiumaa;Villkäpa;Kõmmusselja;küla;53957291;4639349;;
Maarja;Kallas;N;18.08.1909;40908185538;Võrumaa;Lumimarja;Ostrova;küla;58399987;7865142;22.09.2005;96
Tarmo;Kivilo;M;18.08.1945;34508180467;Harjumaa;Sinirebase;Sõmeru;küla;52114862;6748205;;
Andra;Kivistik;N;18.08.1907;40708187536;Harjumaa;Kõver;Vetla;küla;54187133;6128117;;
Alisa;Nõmmik;N;18.08.1967;46708181766;Võrumaa;Lammi tänav;Järvere;küla;52299953;7832729;;
Andry;Hoffmann;M;18.08.1992;39208182342;Harjumaa;Hagudi;Rasivere;küla;59291234;6941905;;
Eva-Maria;Aavik;N;18.08.2002;60208185518;Lääne-Virumaa;Nurmenuku tee;Sääse;alevik;57038080;3298893;;
Vladimir;Markus;M;18.08.1960;36008181342;Võrumaa;L. Koidula;Kangavitsa;küla;55546676;7805425;;
Marily;Rohtla;N;18.08.1937;43708188454;Hiiumaa;Mõisa;Esiküla;küla;50466697;4688748;;
Joonatan;Abbt;M;18.08.1983;38308182055;Viljandimaa;Ilmatari;Vana-Kariste;küla;52975257;4310743;;
Epp;Maksimov;N;18.08.1979;47908187295;Tartumaa;Mõisapuiestee;Täsvere;küla;56683970;7709446;;
Vsevolod;Kala;M;18.08.1935;33508186942;Harjumaa;Rebase;Kostivere;alevik;55238708;6457649;;
Dan;Rumjantsev;M;20.12.1964;36412207644;Hiiumaa;A. Starkopfi;Mägipe;küla;54758977;4630944;18.08.2015;50
Jane-Ly;Lepp;N;18.08.1972;47208183207;Tartumaa;Aiandi;Maramaa;küla;56681441;7522917;;
Riina;Vaino;N;18.08.1987;48708188159;Saaremaa;Lee;Kahtla;küla;56831183;4512956;;
Laur;Vares;M;18.08.1911;31108186287;Saaremaa;Tuki;Nautse;küla;55970407;4582392;;
Valentina;Lukin;N;18.08.1931;43108186086;Saaremaa;Tambeti;Unimäe;küla;51977812;4516843;;
Urmas;Jõe;M;18.08.2011;51108180568;Saaremaa;Rehe põik;Viki;küla;51531458;4585678;;
Ingel;Kiik;N;18.08.1946;44608188356;Raplamaa;Uuemetsa tee;Pühatu;küla;57235377;4883403;;
Risto;Klavan;M;18.08.1995;39508187454;Saaremaa;Uku  pôik;Taaliku;küla;54149315;4578304;;
Killu;Kapp;N;18.08.1971;47108186170;Viljandimaa;Ädala;Karjasoo;küla;56556512;4301088;;
Dariya;Liiv;N;18.08.1947;44708184985;Läänemaa;Akadeemia tee;Käpla;küla;53328457;4707021;;
Getriin;Viira;N;18.08.1975;47508184287;Võrumaa;Pappsaare  tee;Sakudi;küla;53991558;7839158;;
Henry;Tammet;M;18.08.2001;50108189018;Harjumaa;Alliksoo;Koppelmaa;küla;51720201;6763100;;
Karl-Hendrik;Sisask;M;18.08.1926;32608180286;Lääne-Virumaa;Tondi;Suure-Rakke;küla;53017414;3207850;;
Ervin;Org;M;18.08.2001;50108186046;Raplamaa;Pintsli;Oela;küla;58413396;4867499;;
Alfred;Lumiste;M;18.08.1911;31108184938;Võrumaa;Aru;Saru;küla;;7847385;29.12.1937;26
Timmo;Leppik;M;18.08.2010;51008180028;Viljandimaa;Väike-Kloostri;Uia;küla;58024332;4310446;13.09.2019;9
Olev;Tali;M;18.08.1943;34308189342;Põlvamaa;Väomurru;Peri;küla;55182247;7912845;;
Dario;Suvi;M;18.08.1978;37808180536;Valgamaa;Kastevarre tee;Õruste;küla;54468643;7655266;;
Boriss;Kapp;M;18.08.1970;37008187952;Võrumaa;Jahimehe põik;Misso;alevik;50781507;7829528;;
Andi;Makarov;M;18.08.1992;39208183902;Pärnumaa;Neeme põik;Venekuusiku;küla;55685451;4449366;;
Ronaldo;Lauri;M;18.08.1946;34608189067;Harjumaa;Sirptiiva;Haapse;küla;51109609;6177505;;
Taniel;Soosaar;M;18.08.1941;34108188134;Läänemaa;Köömne;Rohense;küla;57736984;4793857;;
Lev;Denissov;M;18.08.1985;38508184720;Pärnumaa;Kloostrimetsa tee;Ahaste;küla;52213398;4482314;;
Jarek;Kant;M;18.08.1966;36608189125;Harjumaa;Kuslapuu;Lööra;küla;51505619;6681704;;
Mairi;Abramov;N;18.08.2003;60308187014;Tartumaa;Mahtra;Tooni;küla;59900812;7174311;;
Lisa;Kuzmin;N;18.08.1940;44008183997;Harjumaa;Kuukressi tee;Nõrava;küla;58402629;6239993;;
Frank;Viik;M;16.04.1930;33004162838;Põlvamaa;Sinitiiva;Tuderna;küla;;7927176;18.08.1930;0
Veronika;Maack;N;18.08.1938;43808186983;Raplamaa;Kosemetsa;Jaluse;küla;59622804;4882736;;
Marilyn;Lind;N;18.08.1961;46108188361;Võrumaa;Tehnika;Koorla;küla;55859733;7865383;;
Renate;Jefimov;N;18.08.1941;44108181385;Järvamaa;Kutsari;Raukla;küla;52722420;3831752;;
Mirell;Lindgren;N;18.08.1984;48408181634;Harjumaa;Oleviste;Metsanurga;küla;54867520;6553507;21.08.2019;35
Revo;Lill;M;18.08.1956;35608182422;Saaremaa;Piima;Kakuna;küla;59407355;4509341;;
Gervin;Uus;M;18.08.1975;37508181863;Lääne-Virumaa;Tambeti;Hulja;alevik;58855976;3267832;;
Hugo;Roosileht;M;18.08.1969;36908187274;Ida-Virumaa;Muru;Võide;küla;50705579;3331934;;
Kaidi;Stepanov;N;18.08.1939;43908189577;Järvamaa;Mägra;Põikva;küla;53629590;3842120;;
Elena;Michelson;N;18.08.1948;44808183911;Ida-Virumaa;Jumika tee;Roodu;küla;56780384;3337749;;
Lisbeth;Peterson;N;18.08.1910;41008187662;Saaremaa;Vao tänav;Siiksaare;küla;;4503097;22.06.1914;3
Ariana;Lotman;N;18.08.1927;42708186129;Jõgevamaa;Sambliku;Õvanurme;küla;59822307;7728897;;
Aliise;Ernits;N;18.08.1969;46908189346;Hiiumaa;Lüüsi;Nurste;küla;54402169;4698593;15.11.2015;46
Jan Markus;Komarov;M;18.06.1900;30006184878;Harjumaa;Hao;Viskla;küla;;6884842;18.08.1941;41
Ketter;Tammik;N;18.08.1938;43808187369;Pärnumaa;Põldmarja;Sookalda;küla;52588940;4432973;;
Simona;Raudsepp;N;18.08.1930;43008180423;Raplamaa;Oksa;Kõrbja;küla;51346765;4850572;;
Vassili;Lukk;M;28.09.2018;51809289880;Pärnumaa;Vabaõhukooli tee;Kanamardi;küla;59339346;4470240;18.08.2019;0
Maarit;Jürisson;N;18.08.2008;60808180094;Põlvamaa;Kiive;Kliima;küla;55674366;7916972;;
Veroonika;Karu;N;18.10.1968;46810184822;Saaremaa;Põlendiku;Täätsi;küla;51938872;4514562;18.08.2016;47
Dagmar;Sisask;N;18.08.1916;41608189381;Saaremaa;Vana-Veerenni;Kaubi;küla;;4596181;18.09.1927;11
Airiin;Kask;N;18.08.1941;44108188342;Viljandimaa;Sirbi;Abja-Vanamõisa;küla;54529238;4356308;;
Hanno;Sikk;M;18.08.1915;31508187121;Harjumaa;Nabra;Kibuna;küla;50512487;6815916;;
Tomas;Mikelsaar;M;18.08.1983;38308184623;Järvamaa;Uku  pôik;Änari;küla;51228366;3877233;;
Pavel;Pettai;M;18.08.1965;36508180204;Valgamaa;Hooldekodu tee;Jõgeveste;küla;53123708;7602926;;
Elena;Mäesalu;N;18.08.1978;47808185020;Hiiumaa;Rästa;Poama;küla;58478563;4641375;;
Stefan;Beljajev;M;18.08.2014;51408180451;Põlvamaa;Ahvena;Suuremetsa;küla;58182123;7914396;;
Kris;Komarov;M;18.08.1949;34908183970;Võrumaa;Jaama;Pikakannu;küla;58494334;7877378;;
Margo;Suvi;M;18.08.1918;31808188636;Valgamaa;Lõokese;Jeti;küla;57046182;7677556;;
Gabriela;Kink;N;18.08.1964;46408183022;Põlvamaa;Kastani;Himmaste;küla;58323942;7949832;;
Lisandra;Mänd;N;09.05.1982;48205093777;Võrumaa;Pae;Ruusmäe;küla;;7894615;18.08.1988;6
Gendra;Smirnov;N;18.08.1984;48408185280;Tartumaa;Marjamaa;Ervu;küla;54228607;7994202;30.07.2017;32
Hanna-Liina;Kudrjavtsev;N;18.08.1961;46108180909;Jõgevamaa;Rebase;Kõduküla;küla;52253854;7730122;;
Svjatoslav;Kutsar;M;18.08.1941;34108183909;Võrumaa;Mureli tänav;Käpa;küla;58692882;7893558;;
Anžela;Panov;N;18.08.1995;49508185660;Viljandimaa;Hämar tee;Anikatsi;küla;54441113;4374685;;
Deniel;Friedman;M;18.08.2006;50608183769;Ida-Virumaa;Tuleviku;Vaikla;küla;57978756;3379117;;
Indrek;Kalinin;M;18.08.1979;37908189825;Pärnumaa;Raba;Pärnjõe;küla;54954670;4419665;;
Nora;Susi;N;18.08.1918;41808181104;Tartumaa;Bremeni käik;Elva;linn;51888568;7681713;;
Voldemar;Tarassov;M;17.08.1940;34008176113;Lääne-Virumaa;Pääsküla;Tatruse;küla;56892937;3200186;18.08.2017;77
Maire;Kirillov;N;18.08.2005;60508181672;Raplamaa;Mõigu;Märjamaa;alev;51982780;4836361;;
Eneli;Sarapuu;N;18.08.2006;60608186602;Viljandimaa;Väo tee;Kõvaküla;küla;59651286;4389930;;
Elis;Zaitsev;N;18.08.1965;46508188667;Saaremaa;6. Paemurru;Koki;küla;53211815;4507071;;
Eero;Meier;M;18.08.1905;30508186296;Harjumaa;Vahi põik;Saula;küla;58952974;6856676;;
Aire;Mändla;N;18.08.2018;61808189672;Võrumaa;Pikksilma;Pundi;küla;50430170;7843071;08.05.2019;0
Anett;Lember;N;18.08.1970;47008187342;Jõgevamaa;Turba;Järvepera;küla;54159331;7714500;;
Taniel;Kaljuste;M;18.08.2014;51408184139;Harjumaa;Sepavälja tänav;Illurma;küla;58261017;6732149;;
Cätlin;Sergejev;N;18.08.1911;41108181719;Valgamaa;Vanemuise;Korkuna;küla;;7644413;06.12.1937;26
Hans Erik;Tamm;M;18.08.1948;34808188303;Saaremaa;Pühavaimu;Kiritu;küla;58812448;4531643;;
Arnold;Mäeots;M;18.08.1900;30008180705;Võrumaa;Selja;Purka;küla;50567692;7809332;;
Kerstin;Nikolaev;N;18.08.1967;46708188199;Järvamaa;Räni põik;Ammuta;küla;57212224;3812543;;
Kerli;Väli;N;18.08.1972;47208183623;Ida-Virumaa;Metalli;Hirmuse;küla;52172351;3324781;;
Jaanus;Kase;M;18.08.1949;34908184161;Põlvamaa;Kroomi;Himmaste;küla;59033738;7929266;;
Margot;Kõiv;N;29.10.2001;60110298816;Hiiumaa;Sauga-Jôekalda;Pihla;küla;51432218;4620731;18.08.2009;7
Matti;Rüütel;M;18.08.1943;34308181869;Ida-Virumaa;Bordoo;Kestla;küla;59753751;3370209;01.04.1998;54
Aap;Paju;M;18.08.1952;35208186562;Võrumaa;Puraviku;Soolätte;küla;;7824388;03.11.1956;4
Villu;Kuus;M;18.08.1903;30308180091;Saaremaa;Vaari;Üru;küla;51067642;4540845;;
Maarja-Liisa;Lindgren;N;18.08.1945;44508186949;Tartumaa;Kompanii;Soeküla;küla;;7205449;29.05.1959;13
Eliisa;Põld;N;18.08.1930;43008186879;Lääne-Virumaa;Põhjakaare;Kadiküla;küla;53767741;3272729;09.06.2011;80
Gerttu;Lindgren;N;11.06.1951;45106114006;Harjumaa;Vesse põik;Lagedi;alevik;50002320;6652550;18.08.2010;59
Emili;Rohtla;N;18.08.1931;43108182392;Saaremaa;Islandi väljak;Käesla;küla;51010479;4550370;;
Ksenja;Hoffmann;N;18.08.2019;61908186957;Viljandimaa;Saha põik;Auksi;küla;51172040;4310856;;
Janika;Teras;N;18.08.2013;61308188733;Võrumaa;Paljassaare tee;Lutja;küla;56895868;7893689;;
Gunnar;Lotman;M;18.08.1988;38808189554;Võrumaa;Suur-Männiku;Kokõjüri;küla;57029572;7810877;;
Marite;Ilves;N;12.03.1965;46503129140;Võrumaa;Raba;Mõksi;küla;55150168;7862195;18.08.1995;30
Regina;Bondarenko;N;18.08.1924;42408184078;Jõgevamaa;Vana-Rääma;Palamuse;alevik;52406219;7728191;;
Nadezda;Täht;N;18.08.1942;44208183473;Lääne-Virumaa;Viru väljak;Sakussaare;küla;55903816;3240466;;
Margarita;Järv;N;18.08.1972;47208180191;Pärnumaa;Maarjaturg;Häädemeeste;alevik;51546815;4449071;;
Frank;Beljajev;M;18.08.2017;51708188577;Võrumaa;Jaamamõisa;Tiastõ;küla;53290570;7872444;;
Olavi;Uibo;M;20.03.1918;31803207102;Viljandimaa;Paljassaare tee;Taevere;küla;;4308449;18.08.1951;33
Erki;Sobolev;M;18.08.1942;34208187478;Viljandimaa;Aiatee;Kiini;küla;53540429;4363740;;
Amina;Saar;N;18.08.1979;47908185362;Järvamaa;Sooranna;Vaali;küla;52843262;3863180;;
Ingmar;Orlov;M;18.08.1921;32108183200;Pärnumaa;Katariina käik;Sookalda;küla;55534212;4495095;;
Melissa;Raud;N;18.08.1929;42908185087;Võrumaa;Nisu;Tsirgu;küla;54144129;7885197;;
Reena;Mironov;N;18.08.1966;46608186695;Tartumaa;Männimetsa  tee;Aovere;küla;58312846;7795329;;
Pjotr;Peterson;M;18.08.2015;51508189796;Võrumaa;E. Kõksi;Haki;küla;53624737;7848388;;
Erle;Täht;N;18.08.2016;61608189643;Võrumaa;Ôhtu  pôik;Handimiku;küla;50570455;7879473;;
Tamara;Sidorov;N;18.08.2013;61308185429;Tartumaa;Põhjakaare;Koruste;küla;51379834;7192220;;
Daniela;Kondratjev;N;18.08.1916;41608184237;Võrumaa;Suislepa tee;Lüütsepa;küla;54083380;7830388;;
Janno;Tihhomirov;M;18.08.1961;36108186038;Lääne-Virumaa;Sule;Piira;küla;50685712;3225378;;
Gregory;Kirss;M;18.08.1992;39208183622;Harjumaa;Nômme;Kabila;küla;59016487;6987820;;
Margareth;Kallas;N;18.08.1966;46608186512;Järvamaa;Hospidali;Särevere;alevik;55619669;3818883;;
Carolyn;Komarov;N;18.08.2013;61308184677;Viljandimaa;Niidu;Kangrussaare;küla;58319514;4392481;;
Andrei;Paap;M;18.08.2010;51008182185;Jõgevamaa;Niidi põik;Põltsamaa;linn;51244486;7756425;;
Evita;Ignatjev;N;18.08.1955;45508187564;Ida-Virumaa;Liivametsa;Kaidma;küla;57493431;3308836;;
Ayrton;Sokolov;M;18.08.1928;32808188519;Võrumaa;Sarruse;Kuuda;küla;51221202;7810116;;
Liisbet;Järv;N;18.08.1957;45708183364;Saaremaa;Suur-Posti;Jauni;küla;57576682;4518498;;
Geir;Grigorieva;M;18.08.1960;36008189641;Raplamaa;Eduard Bornhöhe tee;Kohila;alev;55724772;4827204;;
Karl-Kevin;Suvorov;M;18.08.1905;30508181754;Pärnumaa;Tarna;Ahaste;küla;52804136;4409739;;
Joonas;Lehtla;M;18.08.1945;34508185855;Põlvamaa;N. Lunini tänav;Kiidjärve;küla;57873663;7913660;;
Sirly;Vinogradov;N;18.08.1983;48308189246;Järvamaa;Mustakivi tee;Mäo;küla;53336480;3809718;;
Yana;Makarov;N;18.08.1995;49508182733;Võrumaa;Sepapaja;Uhtjärve;küla;53547036;7828595;;
Kadri;Poom;N;18.08.1953;45308185064;Raplamaa;Lossiaed;Kausi;küla;50247913;4893531;;
Igor;Pihlak;M;18.08.1925;32508184094;Lääne-Virumaa;Vilja;Nurkse;küla;54956343;3226276;19.05.1999;73
Tõnis;Kirsipuu;M;18.08.1927;32708183771;Võrumaa;Maisi;Kadõni;küla;58768201;7859008;;
Birgit;Must;N;18.08.2003;60308189041;Läänemaa;Sepikoja tänav;Uugla;küla;52391320;4747507;31.05.2018;14
Marianne;Malõšev;N;18.08.1963;46308183713;Raplamaa;Tulika;Vaopere;küla;51604765;4895136;;
Anita;Konstantinov;N;06.06.1932;43206066841;Harjumaa;Veeriku tänav;Kiiu;alevik;55724962;6822268;18.08.2012;80
Roman;Laine;M;18.08.1916;31608181058;Raplamaa;Niidumõisa;Kändliku;küla;;4872634;19.09.1984;68
Janar;Drozdov;M;30.12.1955;35512301487;Põlvamaa;Pappsaare  tee;Kähri;küla;;7972843;18.08.1984;28
Hanno;Ivask;M;18.08.1983;38308187575;Võrumaa;Selja;Heibri;küla;53352704;7809325;24.11.2016;33
Heikki;Koval;M;18.08.2008;50808185301;Võrumaa;Vapramäe tänav;Palo;küla;57633431;7822236;02.11.2008;0
Ardo;Jaanson;M;14.12.1965;36512149686;Saaremaa;Käru;Kärla;alevik;58999113;4506360;18.08.1993;27
Olev;Põllu;M;18.08.1948;34808185593;Viljandimaa;Käokäpa tee;Pärsti;küla;54495186;4340113;;
Silvia;Karpov;N;18.08.1978;47808182976;Ida-Virumaa;Purpuri;Rebu;küla;50210375;3361852;;
Amina;Voronin;N;18.08.1926;42608188967;Lääne-Virumaa;Puhkekodu tee;Tudu;alevik;58690428;3276239;;
Aap;Orav;M;18.08.1920;32008185314;Tartumaa;Loopealse puiestee;Peatskivi;küla;54593447;7174805;;
Sigrit;Lipp;N;18.08.1945;44508181877;Valgamaa;Moora;Lepa;küla;57533927;7600134;;
